T24,CO2 emission estimates,,,,,
470,Malta,1995,Emissions per capita (metric tons of carbon dioxide),6.3100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
470,Malta,2005,Emissions per capita (metric tons of carbon dioxide),6.4900,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
470,Malta,2010,Emissions per capita (metric tons of carbon dioxide),6.2180,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
470,Malta,2015,Emissions per capita (metric tons of carbon dioxide),3.7050,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
470,Malta,2016,Emissions per capita (metric tons of carbon dioxide),2.9760,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
470,Malta,2017,Emissions per capita (metric tons of carbon dioxide),3.2610,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,1975,Emissions (thousand metric tons of carbon dioxide),422.4000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,1985,Emissions (thousand metric tons of carbon dioxide),611.5180,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,1995,Emissions (thousand metric tons of carbon dioxide),1551.4590,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2005,Emissions (thousand metric tons of carbon dioxide),2961.7550,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2010,Emissions (thousand metric tons of carbon dioxide),3662.1440,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2015,Emissions (thousand metric tons of carbon dioxide),3967.5350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2016,Emissions (thousand metric tons of carbon dioxide),4042.2020,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2017,Emissions (thousand metric tons of carbon dioxide),4182.1380,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,1975,Emissions per capita (metric tons of carbon dioxide),0.4740,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,1985,Emissions per capita (metric tons of carbon dioxide),0.5990,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,1995,Emissions per capita (metric tons of carbon dioxide),1.3830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2005,Emissions per capita (metric tons of carbon dioxide),2.4120,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2010,Emissions per capita (metric tons of carbon dioxide),2.9300,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2015,Emissions per capita (metric tons of carbon dioxide),3.1410,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2016,Emissions per capita (metric tons of carbon dioxide),3.2000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
480,Mauritius,2017,Emissions per capita (metric tons of carbon dioxide),3.3060,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,1975,Emissions (thousand metric tons of carbon dioxide),134558.2020,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,1985,Emissions (thousand metric tons of carbon dioxide),241153.8380,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,1995,Emissions (thousand metric tons of carbon dioxide),291336.4400,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2005,Emissions (thousand metric tons of carbon dioxide),412385.1350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2010,Emissions (thousand metric tons of carbon dioxide),440460.3360,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2015,Emissions (thousand metric tons of carbon dioxide),442417.1900,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2016,Emissions (thousand metric tons of carbon dioxide),446175.8790,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2017,Emissions (thousand metric tons of carbon dioxide),445991.9370,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,1975,Emissions per capita (metric tons of carbon dioxide),2.2130,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,1985,Emissions per capita (metric tons of carbon dioxide),3.0610,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,1995,Emissions per capita (metric tons of carbon dioxide),3.0830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2005,Emissions per capita (metric tons of carbon dioxide),3.8540,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2010,Emissions per capita (metric tons of carbon dioxide),3.8600,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2015,Emissions per capita (metric tons of carbon dioxide),3.6610,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2016,Emissions per capita (metric tons of carbon dioxide),3.6540,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
484,Mexico,2017,Emissions per capita (metric tons of carbon dioxide),3.6150,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,1985,Emissions (thousand metric tons of carbon dioxide),11761.9860,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,1995,Emissions (thousand metric tons of carbon dioxide),10235.4110,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2005,Emissions (thousand metric tons of carbon dioxide),10984.9280,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2010,Emissions (thousand metric tons of carbon dioxide),14139.5330,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2015,Emissions (thousand metric tons of carbon dioxide),17118.6520,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2016,Emissions (thousand metric tons of carbon dioxide),17981.1170,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2017,Emissions (thousand metric tons of carbon dioxide),19276.0000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,1985,Emissions per capita (metric tons of carbon dioxide),6.1200,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,1995,Emissions per capita (metric tons of carbon dioxide),4.4540,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2005,Emissions per capita (metric tons of carbon dioxide),4.3490,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2010,Emissions per capita (metric tons of carbon dioxide),5.2120,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2015,Emissions per capita (metric tons of carbon dioxide),5.7500,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2016,Emissions per capita (metric tons of carbon dioxide),5.9400,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
496,Mongolia,2017,Emissions per capita (metric tons of carbon dioxide),6.2670,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2005,Emissions (thousand metric tons of carbon dioxide),2004.7980,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2010,Emissions (thousand metric tons of carbon dioxide),2584.2080,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2015,Emissions (thousand metric tons of carbon dioxide),2358.2850,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2016,Emissions (thousand metric tons of carbon dioxide),2112.9940,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2017,Emissions (thousand metric tons of carbon dioxide),2206.2330,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2005,Emissions per capita (metric tons of carbon dioxide),3.2650,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2010,Emissions per capita (metric tons of carbon dioxide),4.1750,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2015,Emissions per capita (metric tons of carbon dioxide),3.7910,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2016,Emissions per capita (metric tons of carbon dioxide),3.3970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
499,Montenegro,2017,Emissions per capita (metric tons of carbon dioxide),3.5470,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
504,Morocco,1975,Emissions (thousand metric tons of carbon dioxide),9662.4130,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
